normalized_name,source,pk,code,original_name,energia_kcal,proteina_g,carbs_g,fat_g,fiber_g,fooditem_refs,foodsubstitution_as_original,foodsubstitution_as_substitute,foodsubstitutionrule_as_original,foodsubstitutionrule_as_substitute,nutritionist_favorite_count,ibge_taco_ref,ibge_tbca_ref,ibge_usda_ref
chocolate ao leite dietetico,TBCA,203,C0001N,"Chocolate, ao leite, dietético,",557.0,6.9,0.0,33.8,2.85,0,0,0,0,0,0,,,
chocolate meio amargo,TACO,498,498,"Chocolate, meio amargo",474.917769973274,4.86244343217214,62.4228899011612,29.8566666666667,4.94366666666667,0,0,0,0,0,0,,,
chocolate meio amargo,TBCA,3319,C0054K,"Chocolate, meio amargo,",538.0,4.86,0.0,29.9,4.94,0,0,0,0,0,0,,,
cocada branca,TACO,499,499,Cocada branca,448.84545242331,1.12183337370555,81.3831666262945,13.587,3.569,0,0,0,0,0,0,,,
cocada branca,TBCA,134,C0012K,"Cocada, branca,",445.0,1.12,0.0,13.6,3.57,0,0,0,0,0,0,,,
creme de leite,TACO,447,447,Creme de Leite,221.483541275133,1.50780669371287,4.50952663962046,22.4793333333333,0.0,0,0,0,0,0,0,,,
creme de leite,IBGE,5952,7901001,Creme de leite,,,,,,0,0,0,0,0,0,,,
cupuacu polpa congelada,TACO,193,193,"Cupuaçu, polpa, congelada",48.79689,0.84375,11.3869166666667,0.593666666666667,1.591,0,0,0,0,0,0,,,
cupuacu polpa congelada,TBCA,5323,C0076C,"Cupuaçu, polpa, congelada,",51.0,0.84,0.0,0.59,1.59,0,0,0,0,0,0,,,
cuscuz paulista,TACO,534,534,"Cuscuz, paulista",142.123,2.55833333333333,22.5136666666667,4.64833333333333,2.43266666666667,0,0,0,0,0,0,,,
cuscuz paulista,IBGE,8962,8505801,Cuscuz paulista,,,,,,0,0,0,0,0,0,,,
empada de frango pre cozida assada,TACO,389,389,"Empada de frango, pré-cozida, assada",358.191666666667,6.94375,47.4929166666667,15.605,2.16433333333333,0,0,0,0,0,0,,,
empada de frango pre cozida assada,TBCA,4438,C0101F,"Empada de frango, pré-cozida, assada,",358.0,6.94,0.0,15.6,,0,0,0,0,0,0,,,
empada de frango pre cozida,TACO,390,390,"Empada, de frango, pré-cozida",377.479666666667,7.34375,35.5289166666667,22.8876666666667,2.22033333333333,0,0,0,0,4,0,,,
empada de frango pre cozida,TBCA,4980,C0102F,"Empada de frango, pré-cozida,",377.0,7.34,0.0,22.9,,0,0,0,0,0,0,,,
ervilha em vagem,TACO,559,559,"Ervilha, em vagem",88.0935819997785,7.45208333333333,14.2275833333333,0.471,9.721,0,0,0,0,0,0,,,
ervilha em vagem,IBGE,1791,6705501,Ervilha em vagem,,,,,,0,0,0,0,0,0,,,
feijoada,TACO,540,540,Feijoada,116.933457311034,8.67083333333333,11.6418333333333,6.47733333333333,5.09,0,0,0,0,0,0,,,
feijoada,IBGE,4949,7701901,Feijoada,,,,,,0,0,0,0,0,0,,,
fermento biologico levedura tablete,TACO,514,514,"Fermento, biológico, levedura, tablete",89.7948670305889,16.9569994783401,7.69866718832652,1.51766666666667,4.16566666666667,0,0,0,0,0,0,,,
fermento biologico levedura tablete,TBCA,4396,C0007L,"Fermento, biológico, levedura, tablete,",104.0,17.0,0.0,1.52,4.17,0,0,0,0,0,0,,,
geleia mocoto natural,TACO,502,502,"Geléia, mocotó, natural",106.086666666667,2.125,24.2316666666667,0.073333333333333,0.0,0,0,0,0,0,0,,,
geleia mocoto natural,TBCA,2372,C0023K,"Geleia, mocotó, natural,",106.0,2.13,0.0,0.07,0.0,0,0,0,0,0,0,,,
goiaba doce em pasta,TACO,198,198,"Goiaba, doce em pasta",268.959826086957,0.579710144927536,74.1236231884058,0.0,3.73333333333333,0,0,0,0,0,0,,,
goiaba doce em pasta,TBCA,4101,C0096C,"Goiaba, doce, em pasta,",291.0,0.58,0.0,0.0,3.73,0,0,0,0,0,0,,,
goiaba doce cascao,TACO,199,199,"Goiaba, doce, cascão",285.587792439004,0.414583333333333,78.70275,0.103333333333333,4.36666666666667,0,0,0,0,0,0,,,
goiaba doce cascao,TBCA,1407,C0097C,"Goiaba, doce, cascão,",309.0,0.41,0.0,0.1,4.37,0,0,0,0,0,0,,,
graviola polpa congelada,TACO,202,202,"Graviola, polpa, congelada",38.27387,0.566666666666667,9.78266666666666,0.137666666666667,1.18766666666667,0,0,0,0,0,0,,,
graviola polpa congelada,TBCA,4238,C0078C,"Graviola, polpa, congelada,",40.0,0.57,0.0,0.14,1.19,0,0,0,0,0,0,,,
hamburguer bovino cru,TACO,415,415,"Hambúrguer, bovino, cru",214.836,13.15625,4.15375,16.1773333333333,0.0,0,0,0,0,0,0,,,
hamburguer bovino cru,TBCA,4811,C0177F,"Hambúrguer, bovino, cru,",187.0,14.5,0.0,12.6,,0,0,0,0,0,0,,,
iogurte natural,TACO,448,448,"Iogurte, natural",51.4895333333333,4.06333333333333,1.91666666666666,3.04,0.0,0,0,0,0,0,0,,,
iogurte natural,IBGE,5998,7901204,Iogurte natural,,,,,,0,0,0,0,0,0,,,
iogurte natural desnatado,TACO,449,449,"Iogurte, natural, desnatado",41.4927112815583,3.83438006877899,5.77395333333333,0.315666666666667,0.0,0,0,0,0,0,0,,,
iogurte natural desnatado,TBCA,4301,C0022G,"Iogurte, natural, desnatado,",48.0,4.04,0.0,0.42,0.0,0,0,0,0,0,0,,,
leite condensado,TACO,453,453,"Leite, condensado",312.5726,7.67,56.9966666666667,6.74,0.0,0,0,0,0,0,0,,,
leite condensado,IBGE,5935,7900901,Leite condensado,,,,,,0,0,0,0,0,0,,,
leite de cabra,TACO,454,454,"Leite, de cabra",66.4157418865433,3.0709067217509,5.24609333333333,3.75433333333333,0.0,0,0,0,0,0,0,,,
leite de cabra,IBGE,5887,7900301,Leite de cabra,,,,,,0,0,0,0,0,0,,,
leite de coco,TACO,523,523,"Leite, de coco",166.160301615546,1.0140667031606,2.19459996350605,18.3643333333333,0.683666666666667,0,0,0,0,0,0,,,
leite de coco,IBGE,3304,7003801,Leite de coco,,,,,,0,0,0,0,0,0,,,
leite de vaca integral,TACO,458,458,"Leite, de vaca, integral",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,
leite de vaca integral,IBGE,5850,7900101,Leite de vaca integral,,,,,,0,0,0,0,0,0,,,
leite fermentado,TACO,460,460,"Leite, fermentado",69.621474,1.89486,15.6744733333333,0.099,0.0,0,0,0,0,0,0,,,
leite fermentado,IBGE,6022,7901304,Leite fermentado,,,,,,0,0,0,0,0,0,,,
linguica frango crua,TACO,418,418,"Lingüiça, frango, crua",218.108814166667,14.2395833333333,0.0,17.4396666666667,0.0,0,0,0,0,0,0,,,
linguica frango crua,TBCA,1271,C0185F,"Linguiça, frango, crua,",193.0,16.2,0.0,14.0,,0,0,0,0,0,0,,,
linguica frango grelhada,TACO,420,420,"Lingüiça, frango, grelhada",243.6585675,18.1895833333333,0.0,18.4023333333333,0.0,0,0,0,0,0,0,,,
linguica frango grelhada,TBCA,4605,C0188F,"Linguiça, frango, grelhada,",242.0,18.2,0.0,18.4,,0,0,0,0,0,0,,,
linguica porco grelhada,TACO,423,423,"Lingüiça, porco, grelhada",296.489609166667,23.16875,0.0,21.9023333333333,0.0,0,0,0,0,0,0,,,
linguica porco grelhada,TBCA,1289,C0189F,"Linguiça, porco, grelhada,",292.0,23.2,0.0,21.9,,0,0,0,0,0,0,,,
macarrao instantaneo,TACO,39,39,"Macarrão, instantâneo",435.864780533333,8.79168,62.4316533333333,17.2366666666667,5.61,0,0,0,0,0,0,,,
macarrao instantaneo,IBGE,798,6504802,Macarrão instântaneo,,,,,,0,0,0,0,0,0,,,
mamao verde doce em calda drenado,TACO,227,227,"Mamão verde, doce em calda, drenado",209.376254458904,0.316666666666667,57.6366666666667,0.098,1.23333333333333,0,0,0,0,0,0,,,
mamao verde doce em calda drenado,TBCA,1917,C0099C,"Mamão, verde, doce, em calda, drenado,",230.0,0.32,0.0,0.1,1.23,0,0,0,0,0,0,,,
mamao doce em calda drenado,TACO,224,224,"Mamão, doce em calda, drenado",195.627474821786,0.19375,54.0035833333333,0.067333333333333,1.31333333333333,0,0,0,0,0,0,,,
mamao doce em calda drenado,TBCA,3098,C0098C,"Mamão, doce, em calda, drenado,",215.0,0.19,0.0,0.07,1.31,0,0,0,0,0,0,,,
manicoba,TACO,543,543,Maniçoba,134.222893400987,9.95833333333333,3.41933333333333,8.69933333333333,2.16,0,0,0,0,0,0,,,
manicoba,IBGE,9027,8507201,Maniçoba,,,,,,0,0,0,0,0,0,,,
maracuja polpa congelada,TACO,233,233,"Maracujá, polpa, congelada",38.7597,0.8125,9.59749999999999,0.176666666666667,0.506,0,0,0,0,0,0,,,
maracuja polpa congelada,TBCA,687,C0082C,"Maracujá, polpa, congelada,",42.0,0.81,0.0,0.18,0.51,0,0,0,0,0,0,,,
maracuja suco concentrado envasado,TACO,234,234,"Maracujá, suco concentrado, envasado",41.96732,0.766666666666667,9.63599999999999,0.193333333333333,0.353666666666667,0,0,0,0,0,0,,,
maracuja suco concentrado envasado,TBCA,3892,C0083C,"Maracujá, suco, concentrado, envasado,",43.0,0.77,0.0,0.19,0.35,0,0,0,0,0,0,,,
maria mole,TACO,468,468,Maria mole,256.578148666667,9.62954666666667,2.43245333333333,23.441,0.0,0,0,0,0,0,0,,,
maria mole,TACO,504,504,Maria mole,301.235887537,3.81285013103485,73.5534832022985,0.19,0.666666666666667,0,0,0,0,0,0,,,
maria mole,IBGE,2813,6903001,Maria mole,,,,,,0,0,0,0,0,0,,,
maria mole coco queimado,TACO,505,505,"Maria mole, coco queimado",306.631896997019,3.93495013523102,75.0593831981023,0.089333333333333,0.636666666666667,0,0,0,0,0,0,,,
maria mole coco queimado,TBCA,3708,C0026K,"Maria mole, coco queimado,",316.0,3.93,0.0,0.09,0.64,0,0,0,0,0,0,,,
marmelada,TACO,506,506,Marmelada,257.241473193804,0.4,70.7633333333333,0.137333333333333,4.07,0,0,0,0,0,0,,,
marmelada,TBCA,2711,C0027K,"Marmelada,",278.0,0.4,0.0,0.14,4.07,0,0,0,0,0,0,,,
marmelada,IBGE,2624,6901206,Marmelada,,,,,,0,0,0,0,0,0,,,
melado,TACO,508,508,Melado,296.506491231918,0.0,76.6166666666667,0.0,0.0,0,0,0,0,0,0,,,
melado,IBGE,2699,6901501,Melado,,,,,,0,0,0,0,0,0,,,
mortadela,TACO,424,424,Mortadela,268.819989016732,11.9520833333333,5.81591666666666,21.6493333333333,0.0,0,0,0,0,0,0,,,
mortadela,TBCA,2287,C0193F,"Mortadela,",269.0,13.7,0.0,16.6,,0,0,0,0,0,0,,,
mortadela,IBGE,7155,8102601,Mortadela,,,,,,0,0,0,0,0,0,,,
oleo de soja,TACO,272,272,"Óleo, de soja",884.0,0.0,0.0,100.0,0.0,0,0,0,0,0,0,,,
oleo de soja,IBGE,8068,8400301,Óleo de soja,,,,,,0,0,0,0,0,0,,,
pacoca amendoim,TACO,579,579,"Paçoca, amendoim",486.927086464524,15.9958333333333,52.3761666666667,26.0753333333333,7.319,0,0,0,0,0,0,,,
pacoca amendoim,TBCA,3585,C0081K,"Paçoca, amendoim,",494.0,16.0,0.0,26.1,7.32,0,0,0,0,0,0,,,
pao milho forma,TACO,51,51,"Pão, milho, forma",292.01349,8.303,56.397,3.11,4.29666666666667,0,0,0,0,0,0,,,
pao milho forma,TBCA,3936,C0146A,"Pão, milho, forma,",278.0,8.3,0.0,3.11,4.3,0,0,0,0,0,0,,,
pao trigo sovado,TACO,54,54,"Pão, trigo, sovado",310.96494,8.398,61.452,2.84,2.43333333333333,0,0,0,0,0,0,,,
pao trigo sovado,TBCA,882,C0160A,"Pão, trigo, sovado,",300.0,8.4,0.0,2.84,2.43,0,0,0,0,0,0,,,
pe de moleque amendoim,TACO,580,580,"Pé-de-moleque, amendoim",503.190365839956,13.1622400919596,54.730426574707,28.0483333333333,3.39333333333333,0,0,0,0,0,0,,,
pe de moleque amendoim,TBCA,4103,C0082K,"Pé-de-moleque, amendoim,",517.0,13.2,0.0,28.0,3.39,0,0,0,0,0,0,,,
peru congelado cru,TACO,426,426,"Peru, congelado, cru",93.7224338261286,18.0833333333333,0.0,1.83,0.0,0,0,0,0,0,0,,,
peru congelado cru,TBCA,2696,C0198F,"Peru, congelado, cru,",89.0,18.0,0.0,1.83,0.0,0,0,0,0,0,0,,,
pitanga polpa congelada,TACO,248,248,"Pitanga, polpa, congelada",19.1054595023592,0.285416666666667,4.75858333333333,0.121333333333333,0.736666666666667,0,0,0,0,0,0,,,
pitanga polpa congelada,TBCA,4704,C0085C,"Pitanga, polpa, congelada,",20.0,0.29,0.0,0.12,0.74,0,0,0,0,0,0,,,
polvilho doce,TACO,146,146,"Polvilho, doce",351.226733333333,0.43,86.7733333333333,0.0,0.236666666666667,0,0,0,0,0,0,,,
polvilho doce,TBCA,998,C0097B,"Polvilho, doce,",349.0,0.43,0.0,0.0,0.24,0,0,0,0,0,0,,,
queijo minas frescal,TACO,461,461,"Queijo, minas, frescal",264.273128,17.41102,3.24031333333333,20.1806666666667,0.0,0,0,0,0,0,0,,,
queijo minas frescal,TBCA,5518,C0052G,"Queijo, minas, frescal,",243.0,15.9,0.0,18.6,0.0,0,0,0,0,0,0,,,
queijo prato,TACO,467,467,"Queijo, prato",359.880462405055,22.6617604064941,1.87857292683919,29.1063333333333,0.0,0,0,0,0,0,0,,,
queijo prato,TBCA,4094,C0064G,"Queijo, prato,",346.0,24.2,0.0,27.6,,0,0,0,0,0,0,,,
queijo prato,IBGE,6075,7901701,Queijo prato,,,,,,0,0,0,0,0,0,,,
queijo ricota,TACO,469,469,"Queijo, ricota",139.73178,12.6005,3.78616666666667,8.10866666666667,0.0,0,0,0,0,0,0,,,
queijo ricota,TBCA,4497,C0051G,"Queijo, ricota,",139.0,12.6,0.0,8.11,,0,0,0,0,0,0,,,
queijo ricota,IBGE,6121,7902201,Queijo ricota,,,,,,0,0,0,0,0,0,,,
quibebe,TACO,544,544,Quibebe,86.349230299592,8.55625,6.64408333333332,2.672,1.66666666666667,0,0,0,0,0,0,,,
quibebe,IBGE,9007,8506701,Quibebe,,,,,,0,0,0,0,0,0,,,
